corps,activite,produit,variete,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Plomberie Sanitaire,Plastique,Buse en PVC,Diam 100 à 125 (ml),27.77994115515372,27.77994115515372,27.842038995375347,25.620835561531575,24.663092930865048,26.133287106235045,27.814952210038864,24.313219381607396,23.74098856626831,23.74098856626831,25.092820247060654,25.220384276222703,24.517868000000004,24.732963,25.611585
Plomberie Sanitaire,Articles et produits sanitaires,Lavabo,Sur consol (u),297.29441735042064,297.29441735042064,307.20423126210136,322.06895212962246,341.8885799529838,351.7983938646645,361.70820777634515,363.69017055868125,361.70820777634515,371.6180216880258,375.6265384705328,379.2572061725126,377.3851,377.7268,389.80699999999996
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),413.4495493033848,413.4495493033848,416.26852350318063,414.6241218866331,418.14783963637785,474.52732363229387,493.3204849642659,526.208517295217,507.415355963245,516.8119366292311,516.1039514420291,518.7807898593868,507.903,515.431,505.56700000000006
Plomberie Sanitaire,Articles et produits sanitaires,Évier,1 Compartiment (u),451.34252957088813,451.40909926551507,456.47790601354035,446.96794963825823,405.12414158701705,366.1333204483605,356.62336407307845,332.84847313487313,332.84847313487313,304.3186040090269,322.6194191653168,323.0658297866262,313.9601,297.88800000000003,287.425
Plomberie Sanitaire,Articles et produits sanitaires,Siège à l'anglaise,Standard (u),777.1349769265313,777.1349769265313,777.1349769265313,825.7059129844395,849.9913810133936,825.7059129844395,777.1349769265313,782.9634892534802,786.8491641381129,796.5633513496947,776.3486723430086,772.6067307488133,763.0927,771.018,771.018
Plomberie Sanitaire,Articles et produits sanitaires,Siège à la turque,Standard (u),194.43696335476676,194.51935189856113,194.70472612209852,171.64623242764284,177.36193765337885,195.6727915116826,205.97135948598168,213.18035706799105,190.52350752453307,185.37422353738353,184.95894266396303,186.9081137116595,187.7366,193.53150000000002,193.53150000000002
Plomberie Sanitaire,Articles et produits sanitaires,Baignoire,Tôle ou PVC (u),850.4393676704525,850.4252388662944,851.602639212809,917.6995789487235,977.909516952065,920.2827562257015,945.8406441724078,969.3886511027007,988.8970169857396,925.5283258828036,895.7080363008699,892.0583183161045,876.7568000000001,872.49425,881.4825000000001
Plomberie Sanitaire,Articles et produits sanitaires,Bidet,Standard (u),338.7086715535682,348.38606216938445,367.7408434010169,399.99558632353234,430.6438824038224,454.8373589433629,420.9664917880061,403.54718867953693,372.579538708925,396.7730152484655,386.6897726673391,389.1724863502198,387.2185,386.8792000000001,403.742
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),26.427706440763625,26.427706440763625,28.541922956024713,29.810452865181375,31.501826077390245,34.35601837299272,38.05589727469963,39.11300553233017,37.52734314588435,34.35601837299272,34.2963464028301,34.56435176496809,35.078918,33.9614,34.961400000000005
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),22.269597847959126,22.269597847959126,24.206084617346868,26.791294454479523,29.047301540816246,30.49966661785706,31.467910002550937,34.61470100280602,38.003552849234595,37.27737031071419,33.77864375663563,33.648864268800395,33.085504,33.29865,33.79865
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),250.40566984644482,250.40566984644482,260.4218966403026,251.51747102056302,269.3263222600422,265.4300100372315,275.44623683108927,255.41378324337373,230.37321625872923,240.38944305258707,240.0215483676722,239.9879949618422,240.75,244.8856,244.8856
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),19.490555387794007,19.490555387794007,20.46508315718371,22.657770638310538,23.758987017720894,26.312249773521913,26.799513658216767,30.21036085108072,31.672152505165265,32.64668027455497,33.01445337676852,33.21584964895134,33.409385,33.739000000000004,33.739000000000004
Électricité,Articles électricités,Tubage,Diam 13 (ml),2.4693659524898193,2.4693659524898193,2.5088758077296567,2.350836386770308,2.489120880109738,2.6669152286890045,2.5187532715396155,2.815077185838394,2.913851823937987,2.86446450488819,2.862257957277304,2.894678525611589,2.842892,2.8421749999999997,2.9844500000000007
Électricité,Articles électricités,Tubage,Diam 11 (ml),2.033980416304247,2.0439509085410323,2.0439509085410323,2.18353779985603,2.113744354198531,2.143655830908888,2.2932132144606703,2.3929181368285253,2.4926230591963807,2.442770598012453,2.4387616399097363,2.422226796266277,2.433646,2.4584260000000002,2.4584260000000002
Électricité,Articles électricités,Tubage,Diam 9 (ml),1.7492134420679182,1.7492134420679182,1.8383453372051368,1.6600815469306998,1.4706762697641098,1.5598081649013285,1.5598081649013285,1.738071955175766,1.894052771665899,1.9497602061266608,1.946528620655811,1.9623617855308173,2.0112200000000002,2.0112200000000002,2.16528
Électricité,Articles électricités,Filerie et câble,"Sect. 1,5 mm (ml)",1.5320855936442905,1.5811909011328897,1.6204751471237686,1.443696040164812,1.306201179196735,1.3258433021921745,1.5222645321465709,1.5713698396351699,1.6204751471237688,1.57136983963517,1.6175711620797055,1.6499958354938706,1.627113,1.659049,1.659049
Électricité,Articles électricités,Filerie et câble,"Sect. 2,5 mm (ml)",2.309920175277393,2.3895725951145446,2.5488774347888477,2.20039809800131,2.210354650480954,2.339789832716325,2.3895725951145446,2.4592684624720524,2.489138119910984,2.5389208823092035,2.4852982568432895,2.5104162140803004,2.4917980000000006,2.5054230000000004,2.5421990000000005
Électricité,Articles électricités,Interrupteur,Standard (u),6.390156357501445,6.390156357501445,6.390156357501445,5.812791541126888,5.098424903917691,5.382214389932304,5.626860498565589,6.23358284797614,6.850091041732023,7.535100145905226,7.530273755185787,7.681928081419422,7.613062,7.7122850000000005,7.7122850000000005
Électricité,Articles électricités,Prise,Standard (u),6.226889588390886,6.226889588390886,6.226889588390886,5.368665908520779,4.9681615245813955,5.626133012481811,6.198282132395216,6.675073065656387,7.151863998917556,6.961147625613089,6.954255807494063,7.047468324467521,6.916188,6.939061,6.939061
Électricité,Articles électricités,Tableau,Plastique (20) (u),46.69950524320156,46.69950524320156,46.69950524320156,45.73841946705831,41.59301334827176,43.422550126954086,41.106680786849864,43.42255012695408,46.31738680208436,40.527713451823814,42.870408399916506,44.11979994316103,44.8975,47.10302,44.6033
